date,id,news_heading_eng,news_heading_swa,news_type
2020-05-02,bbc246,corona virus : transgender people are 'high risk ' at this time,virusi vya corona : watu waliobadili jinsia wako 'hatari kubwa ' kwa wakati huu,Local News
2021-06-22,tl324,the government condescends about orders for churches,serikali yalaani kuhusu maagizo kwa makanisa,Local News
2020-05-09,bbc257,corona virus : kenya announces 28 more cases of covid-19 infection,virusi vya corona : kenya yatangaza visa 28 zaidi vya maambukizi ya covid-19,Local News
2022-04-25,bbc650,damaris muthee mutua : mutua 's career was 'in full swing ' before the murder,damaris muthee mutua : kazi ya mutua ilikuwa 'imepamba moto ' kabla ya mauaji,Local News
2021-03-07,tl1669,grade 4 national exams start monday,mitihani ya kitaifa ya darasa la 4 yaanza jumatatu,Local News
2021-07-22,tl557,sports articles - pema ladies fc,makala za michezo - pema ladies fc,Sports news
2021-07-20,tl537,sexual abuse is a threat to young sportsmen,unyanyasaji wa kijinsia ni tishio kwa wanamichezo chipukizi,Local News
2021-02-20,tl1583,controversy over the appointment of mwende mwinzi continues to unfold,utata kuhusu uteuzi wa mwende mwinzi waendelea kujitokeza,Local News
2019-09-10,bbc27,the culture of squeezing the vaginal muscles is dangerous for women,utamaduni wa kubana misuli ya uke ni hatari kwa wanawake,Health news
2021-10-04,tl990,famine : un pledges sh13b to help victims,njaa : un yaahidi sh13b kuwasaidia waathiriwa,International news
2020-06-06,bbc296,corona virus : nairobi and mombasa continue to be closed,virusi vya corona : nairobi na mombasa zinaendelea kufungwa,Local News
2021-03-04,tl1655,echesa is caught slapping an iebc official in the matungu by-election,echesa akamatwa akimpiga kofi afisa wa iebc katika uchaguzi mdogo wa matungu,Local News
2019-11-25,bbc87,cancer : joan wangari recovers from pancreatic cancer after eight years,saratani : joan wangari apona saratani ya kongosho baada ya miaka minane,Health news
2021-05-07,tl1355,the government insists on opening schools on monday,serikali yasisitiza kufungua shule jumatatu,Local News
2020-04-17,bbc228,corona virus : how small businessmen in kenya were affected,virusi vya corona : jinsi wafanyabiashara wadogo nchini kenya walivyoathirika,Financial news
2020-04-22,bbc234,corona virus : the kenyan government vows to arrest 50 people who escaped quarantine,virusi vya corona : serikali ya kenya imeapa kuwakamata watu 50 waliotoroka karantini,Local News
2019-09-24,bbc35,what is the role of society in listening to teenage children to prevent them from committing suicide ?,je jamii ina nafasi gani katika kuwasikiliza watoto matineja ili kuwazuia wasijiue ?,Local News
2022-02-24,tl27,the family opposes the suspect of his father 's murder to be granted bail,familia yapinga mshukiwa wa mauaji ya baba yake kupewa dhamana,Local News
2021-09-16,tl867,how a smart farmer makes natural fertilizer,jinsi mkulima mahiri anavyotengeneza mbolea asilia,Local News
2022-03-04,tl30,those who fail in the qualifiers find a way to save themselves,wale wanaoshindwa katika mechi za kufuzu watafute namna ya kujiokoa,Local News
2021-11-15,tl1089,kmc changes the law on buying livestock in kame county,kmc yabadilisha sheria ya kununua mifugo kaunti ya kame,Local News
2021-03-19,tl1747,magufuli imitating trump ignoring corona,magufuli kumuiga trump kupuuza corona,International news
2021-10-11,tl1027,the culture day was a special celebration,siku ya utamaduni ilikuwa sherehe maalumu,Local News
2022-04-08,tl44,calling people to join groups cooperatives to reduce the high cost of living,wito kwa watu kujiunga na vikundi vyama vya ushirika kupunguza gharama kubwa za maisha,Financial news
2021-11-13,tl1088,arrested court maintains ringera,mahakama iliyokamatwa yamshikilia ringera,Local News
2021-04-26,tl1302,nyoro wamatangi accuse each other of chewing corona money,nyoro wamatangi watuhumiana kwa kutafuna pesa za corona,Local News
2021-02-21,tl1587,i aim to give acting training to budding artists,nalenga kutoa mafunzo ya uigizaji kwa wasanii chipukizi,Entertainment news
2021-08-23,bbc570,kenya emerges as the winner of the world athletics championship for athletes under 20 years of age .,kenya yaibuka mshindi wa mashindano ya riadha ya dunia kwa wanariadha walio chini ya umri wa miaka 20 .,Sports news
2021-03-31,tl1816,pharmaceutical companies warn citizens against fake corona vaccines,kampuni za dawa zawaonya wananchi dhidi ya chanjo bandia za corona,Health news
2021-06-03,tl166,writers are given guidance on how to weave articles and exciting news,waandishi wanapewa mwongozo wa jinsi ya kusuka makala na habari za kusisimua,Local News
2021-06-02,tl162,those who kidnapped the child called his mother more than 70 phone calls,waliomteka nyara mtoto huyo walimpigia mama yake simu zaidi ya 70,Local News
2019-09-02,bbc24,who is ezekiel mutua the moral regulator of dirty art in kenya ?,ezekiel mutua mdhibiti wa maadili wa sanaa chafu nchini kenya ni nani ?,Local News
2021-06-25,tl389,cuba 's new vaccine named abdala sparks internet buzz,chanjo mpya ya cuba yatajwa abdala yazua gumzo mtandaoni,International news
2021-09-25,tl922,nairobi teachers eat higher housing allowances,walimu wa nairobi wala posho za juu za makazi,Local News
2021-09-02,tl794,if you are cheated of money on the phone it is better to just forget about it - dci,ikiwa unadanganywa pesa kwenye simu ni bora kusahau tu kuhusu hilo - dci,Local News
2020-05-02,bbc247,corona virus : 24 people were diagnosed with corona infection in one day in kenya,virusi vya corona : watu 24 walipatikana na maambukizi ya corona kwa siku moja nchini kenya,Local News
2021-10-20,tl1050,obado and his four children respond to corruption charges of sh73.4m,obado na watoto wake wanne wajibu mashtaka ya ufisadi ya sh73.4m,Local News
2021-06-12,tl268,those who interact - minister amina,wale wanaoingiliana - waziri amina,Local News
2019-11-18,bbc81,those who obtained higher education on loan in kenya are in doubt,wale waliopata elimu ya juu kwa mkopo nchini kenya wako shakani,Local News
2022-05-02,tl60,consultations are held to raise the economy at sea,mashauriano yanafanyika ili kuinua uchumi baharini,Local News
2021-08-24,bbc573,know the 10 cleanest cities in africa,ijue miji 10 iliyo safi zaidi barani afrika,International news
2021-05-22,tl1442,every port in kenya has its own director general .,kila bandari nchini kenya ina mkurugenzi mkuu wake .,Local News
2021-05-18,tl1420,low number of voters witnessed in juja constituency,idadi ndogo ya wapiga kura walioshuhudiwa katika eneo bunge la juja,Local News
2021-12-09,bbc593,the united states places tanzania in the list of dangerous countries to travel to,marekani yaiweka tanzania katika orodha ya nchi hatari kusafiri,International news
2019-12-10,bbc112,get to know five african music stars to watch in the future,wafahamu mastaa watano wa muziki wa kiafrika ili kutazama siku zijazo,Entertainment news
2021-06-23,tl347,15 murder suspects continue to remand,watuhumiwa 15 wa mauaji waendelea kukamatwa,Local News
2021-06-23,tl338,old people 's money should be used for widows,fedha za wazee zitumike kwa wajane,Local News
2021-09-02,tl791,citizens should be careful not to choose those who promised them air,wananchi wanapaswa kuwa makini na kutochagua wale waliowaahidi hewa,Local News
2019-10-18,bbc63,hpv : kenya launches vaccine against cervical cancer how important is it ?,hpv : kenya yazindua chanjo dhidi ya saratani ya shingo ya kizazi ina umuhimu gani ?,Health news
2021-11-01,tl1071,mku and unesco collaborate to achieve the o3 plus health project,mku na unesco kushirikiana kufanikisha mradi wa afya wa o3 plus,Health news
2021-06-08,tl199,malala does not see a beam in her own eye but in another 's,malala haoni boriti jichoni mwake bali kwa mwingine,Local News
2021-04-29,tl1318,raila is a unique stakeholder in kenyan history,raila ni mdau wa kipekee katika historia ya kenya,Local News
2021-09-18,tl885,lust leads luxury hotel to closure,tamaa yaongoza hoteli ya kifahari kufungwa,Local News
2021-06-25,tl400,uruguay sweeps bolivia as paraguay stuns chile in copa america,uruguay yafagia bolivia huku paraguay ikiishangaza chile copa america,Sports news
2021-09-13,tl848,residents of ol moran reluctant to return to them,wakazi wa ol moran wasita kurejea kwao,Local News
2019-12-06,bbc106,tassia : the number of people who died after a building collapsed in kenya reached 5 people,tassia : idadi ya watu waliofariki baada ya jengo kuporomoka nchini kenya ilifikia watu 5,Local News
2021-08-26,tl749,fao struggles to raise funds to save 23 counties suffering from drought,fao yajitahidi kukusanya fedha kuokoa kaunti 23 zinazokabiliwa na ukame,International news
2020-01-15,bbc129,having sex with a man she did n't know made naomi ireri suspicious,kufanya mapenzi na mwanaume ambaye hakumfahamu kulimtia mashaka naomi ireri,Health news
2021-08-25,tl741,millions wasted on poor projects,mamilioni wapotea kwenye miradi mibovu,Financial news
2021-12-29,tl1161,200 thika youths complete courses that will help them in life,vijana 200 wa thika wakamilisha kozi zitakazowasaidia maishani,Local News
2019-10-25,bbc66,government workers are starting to embrace a new style of clothing in kenya - what is their goal ?,wafanyakazi wa serikali wanaanza kukumbatia mtindo mpya wa mavazi nchini kenya - lengo lao ni nini ?,Local News
2019-12-06,bbc105,tassia : know the five reasons why buildings collapse,tassia : jua sababu tano kwa nini majengo yanaanguka,Local News
2020-05-30,bbc287,corona virus : 143 people have been infected with the corona virus in kenya,virusi vya corona : watu 143 wameambukizwa virusi vya corona nchini kenya,Local News
2021-08-17,tl700,prisoner who complains in court was not given food while on remand,mfungwa anayelalamika mahakamani hakupewa chakula wakati akirudishwa,Local News
2020-11-12,bbc409,the former president of ghana jerry rawlings has passed away,rais wa zamani wa ghana jerry rawlings amefariki dunia,International news
2021-08-03,tl631,commissioner threatens to close bars violating anti-virus regulations,kamishna atishia kufunga baa zinazokiuka kanuni za kupambana na virusi,Local News
2021-06-25,tl395,schools reject knec 's order regarding examination,shule zakataa agizo la knec kuhusu mitihani,Local News
2021-10-04,tl989,kaparo will be appointed spokesman for his laikipia community,kaparo atateuliwa kuwa msemaji wa jamii yake ya laikipia,Local News
2021-11-29,tl1107,2000 mukuru students are beaten academically,wanafunzi 2000 wa mukuru wapigwa kitaaluma,Local News
2021-06-11,tl256,africa should lead the development of kiswahili internationally,afrika inapaswa kuongoza maendeleo ya kiswahili kimataifa,International news
2021-09-13,tl851,vaginal ring prevents hiv infection researchers say,pete ya uke huzuia maambukizi ya vvu watafiti wasema,Health news
2020-07-17,bbc328,the kenyan court ordered the victims of lead poisoning to be paid 12 million dollars in compensation,mahakama ya kenya iliamuru waathiriwa wa sumu ya risasi walipwe fidia ya dola milioni 12,Local News
2021-03-08,tl1676,simanzi kiambukuta musician dies,mwanamuziki wa simanzi kiambukuta afariki dunia,Local News
2021-08-11,tl673,the government wants teachers to return illegal fees,serikali yataka walimu kurudisha ada haramu,Local News
2021-06-13,tl275,eastern counties political union blow to mount kenya,muungano wa kisiasa wa kaunti za mashariki wapigwa mlima kenya,Local News
2021-09-04,tl806,lawmakers reject the proposal to reduce the interest on helb loans,wabunge wakataa pendekezo la kupunguza riba ya mikopo ya helb,Financial news
2021-05-19,tl1426,the number of customers is still low in several hotels in nairobi despite the 'lockdown ' being lifted,idadi ya wateja bado iko chini katika hoteli kadhaa jijini nairobi licha ya 'lockdown ' kuondolewa,Local News
2021-07-01,tl421,fire destroys the office of deputy commissioner lari police houses,moto wateketeza ofisi ya naibu kamishna lari nyumba za polisi,Local News
2020-08-17,bbc352,9-year-old designer stephen wamukota will be featured,mbunifu stephen wamukota mwenye umri wa miaka 9 atashiriki,Local News
2022-07-22,tl148,coast is raila 's fortress infotrak survey shows,pwani ni ngome ya raila utafiti wa infotrak waonyesha,Local News
2021-02-27,tl1618,the re-election of gtma leaders was held in peace and tranquility,kuchaguliwa tena kwa viongozi wa gtma kulifanyika kwa amani na utulivu,Local News
2021-06-23,tl367,schools reject knec 's order regarding examination,shule zakataa agizo la knec kuhusu mitihani,Local News
2022-06-20,tl110,the heifer organization encourages youth to be the front line to strengthen agriculture and animal husbandry,shirika la heifer linahimiza vijana kuwa mstari wa mbele kuimarisha kilimo na ufugaji wa wanyama,Local News
2021-10-22,tl1062,we have been ignored by president uhuru wapani cried,tumepuuzwa na rais uhuru wapani alilia,Local News
2020-05-09,bbc258,corona virus : curfew laws affect prostitutes in africa,virusi vya corona : sheria za kutotoka nje zinaathiri makahaba barani afrika,International news
2021-04-05,tl1184,easter loss for beach hotel owners,hasara ya pasaka kwa wamiliki wa hoteli za pwani,Local News
2022-02-23,tl26,sabina chege avoids meeting with iebc,sabina chege aepuka kukutana na iebc,Local News
2021-07-04,tl453,400000 people suffer from hunger in tigray-un,watu 400000 wakabiliwa na njaa tigray-un,International news
2021-05-08,tl1361,the main suspect in the murder of an nlc officer is wanted,mshukiwa mkuu wa mauaji ya afisa wa nlc anasakwa,Local News
2021-12-29,tl1160,fear of elderly losing money in gambling,hofu ya wazee kupoteza pesa katika kamari,Local News
2021-04-12,tl1234,zakat kenya benefit muslims ramadan,zaka kenya yawanufaisha waislamu ramadhani,Local News
2022-07-26,bbc519,kenya election 2022 : a basic guide to voting,uchaguzi wa kenya 2022 : mwongozo wa kimsingi wa upigaji kura,Local News
2021-09-28,tl947,epra yashikilia kuwa ushuru na bei ya mafuta ngambo ndio sababu ya kupanda kwa bei ya mafuta,epra yashikilia kuwa ushuru na bei ya mafuta ngambo ndio sababu ya kupanda kwa bei ya mafuta,Local News
2022-03-07,tl32,some figures referring to jubilee 's success are questioned,baadhi ya takwimu zinazozungumzia mafanikio ya jubilee zinahojiwa,Local News
2021-07-20,bbc555,the president of mali survived after an attempt to stab him in the mosque,rais wa mali alinusurika baada ya jaribio la kumchoma kisu msikitini,Local News
2022-01-12,tl10,family in court to oppose the move to move them,familia mahakamani kupinga hatua ya kuwahamisha,Local News
2021-06-01,tl160,2000 modern houses to be built in gatanga and juja,nyumba 2000 za kisasa kujengwa gatanga na juja,Local News
2021-06-13,tl276,court : it 's time for the president to accept summons,mahakama : ni wakati wa rais kukubali kuitwa,Local News
2021-10-10,tl1020,alcohol consumption contributes to mental problems - nacada,matumizi ya pombe huchangia matatizo ya akili - nacada,Health news
2021-03-13,tl1711,they were taken out of the hospital and killed by the mob .,walitolewa hospitalini na kuuawa na kundi la watu .,Local News
2021-08-30,tl766,mungiki member threatens to kill landilodi,mwanachama wa mungiki atishia kuua landilodi,Local News
2019-12-18,bbc120,you fools : how east african artists fight through loudspeakers to bring about change,wapumbavu : jinsi wasanii wa afrika mashariki wanavyopigana kupitia vipaza sauti kuleta mabadiliko,Local News
2020-03-14,bbc187,coronavirus : shortage of hand washing chemicals witnessed in kenya,coronavirus : uhaba wa kemikali za kunawa mikono umeshuhudiwa nchini kenya,Local News
2021-04-01,tl1169,fgm in mount kenya is caused by a curse,ukeketaji katika mlima kenya husababishwa na laana,Local News
2021-04-16,tl1253,wabaga girls and boys,mabinti wabwaga wavulana,Local News
2021-09-12,tl843,jumwa 's case postponed attorney ombeta completes murder case,kesi ya jumwa yaahirishwa wakili ombeta akamilisha kesi ya mauaji,Local News
2022-05-17,bbc656,kenyan election 2022 : why are kikuyu votes being fought for in the election ?,uchaguzi wa kenya 2022 : kwa nini kura za wakikuyu zinapiganiwa katika uchaguzi huo ?,Local News
2020-11-24,bbc420,kenya 's 2007 election violence : kinoti says he has no plans to revive past cases,ghasia za uchaguzi wa 2007 nchini kenya : kinoti anasema hana mpango wa kufufua kesi zilizopita,Local News
2021-06-22,tl323,coach tusker fc celebrates killing kariobangi sharks,kocha tusker fc asherehekea kumuua kariobangi sharks,Sports news
2019-12-05,bbc102,rain in east africa : twin cyclones to hit thursday friday,mvua afrika mashariki : vimbunga viwili kukumba alhamisi ijumaa,Local News
2021-03-15,tl1716,those who are targeted by the crorona vaccine are afraid,wale wanaolengwa na chanjo ya crorona wanaogopa,Local News
2021-06-04,tl179,garissa station ocs released on bail denies murder charges,ocs ya kituo cha garissa yaachiliwa kwa dhamana yakanusha mashtaka ya mauaji,Local News
2021-03-24,tl1774,kenya airways announces huge loss of sh36.6b,kenya airways yatangaza hasara kubwa ya sh36.6b,Financial news
2022-02-08,bbc616,kenyan election 2022 : president kenyatta and his deputy ruto throw sparks at each other in public,uchaguzi wa kenya 2022 : rais kenyatta na naibu wake ruto walirushiana cheche hadharani,Local News
2021-02-18,tl1570,kimemia condemns building demolition ol kalou,kimemia yalaani ubomoaji wa jengo ol kalou,Local News
2021-11-17,tl1095,violation of miguna 's rights dangerous to the country - mutunga,ukiukaji wa haki za miguna hatari kwa nchi - mutunga,Local News
2022-06-20,tl111,uhuru chairs the meeting of eac presidents to discuss the drc and rwanda conflict,uhuru aongoza mkutano wa marais wa eac kujadili mgogoro wa drc na rwanda,Local News
2021-12-20,tl1153,hopeful as ngoliba bridge nears completion,matumaini huku daraja la ngoliba likikaribia kukamilika,Local News
2020-04-06,bbc209,corona virus : how african leaders cut their salaries to fight corona,virusi vya corona : jinsi viongozi wa afrika wanavyopunguza mishahara yao ili kupambana na corona,Local News
2021-11-19,tl1101,head of dci sentenced to four months in jail,mkuu wa dci ahukumiwa kifungo cha miezi minne jela,Local News
2021-09-08,tl822,nuisance of steam disappearing without notice zimmerman,kero ya mvuke kutoweka bila taarifa zimmerman,Local News
2021-04-08,tl1204,kang'ata wants matiang ' i to amend his coffee time notice,kang'ata ataka matiang ' i kurekebisha ilani yake ya muda wa kahawa,Local News
2021-05-03,tl1331,madaraka express travels bring hope to the coast after the dark cloud of covid-19,safari za madaraka express zaleta matumaini pwani baada ya wingu jeusi la covid-19,Local News
2021-08-09,tl664,jumwa fails to persuade the court to postpone his corruption allegations case,jumwa ashindwa kuishawishi mahakama kuahirisha kesi yake ya tuhuma za ufisadi,Local News
2020-05-17,bbc269,corona virus : the number of corona patients in kenya reaches 887,virusi vya corona : idadi ya wagonjwa wa corona nchini kenya yafikia 887,Local News
2021-07-22,tl553,8 people killed in attacks after matiang ' i visit,watu 8 wauawa katika mashambulizi baada ya ziara ya matiang ' i,Local News
2021-04-03,tl1178,he denied defrauding his partner of sh36m,alikanusha kumlaghai mwenzake sh36m,Local News
2021-12-12,tl1131,mixed feelings are expressed following ngilu 's statement 'ridiculous ' of ruto 's clothes,hisia mseto zaelezwa kufuatia kauli ya ngilu 'ujinga ' wa nguo za ruto,Local News
2021-08-15,tl694,tsc accused of cutting fees for non-socialist teachers,tsc yatuhumiwa kupunguza ada kwa walimu wasio wajamaa,Local News
2021-06-22,tl329,the one who tried to kill him by mistake says he was protecting himself,aliyejaribu kumuua kwa makosa anasema alikuwa akijilinda,Local News
2021-07-20,tl530,cultivation of bananas type tcb and migiga with benefits for the farmer,kilimo cha aina ya ndizi tcb na migiga na faida kwa mkulima,Local News
2021-06-07,tl189,the ng-cdf fund to fund the education of students in colleges,mfuko wa ng-cdf kufadhili elimu ya wanafunzi vyuoni,Financial news
2021-08-01,tl622,residents attack a priest who allegedly sexually assaulted boys,wakazi wamshambulia padri anayedaiwa kuwanyanyasa kingono wavulana,Local News
2021-08-20,tl722,warning to journalists regarding political reports,onyo kwa waandishi wa habari kuhusu ripoti za kisiasa,Local News
2022-06-11,tl99,principal of kizimbani primary school for looting sh2 million,mkuu wa shule ya msingi kizimbani kwa uporaji sh2 milioni,Local News
2020-03-16,bbc190,coronavirus : african countries have taken measures to control the virus,coronavirus : nchi za kiafrika zimechukua hatua kudhibiti virusi,International news
2021-03-29,tl1797,kenyans are upset with the mp launching television,wakenya wakasirishwa na mbunge huyo kuzindua televisheni,Local News
2022-06-03,bbc496,kenyan elections 2022 : comedian and candidate fighting for the legalization of cannabis to run for president in kenya,uchaguzi wa kenya 2022 : mchekeshaji na mgombea anayepigania kuhalalishwa kwa bangi ili kuwania urais nchini kenya,Local News
2021-06-24,tl379,kananu 's 4th female governor sonko akila hu courtini,gavana wa 4 mwanamke wa kananu sonko akila hu courtini,Local News
2021-09-24,tl919,officer gets in trouble for mocking the judge,afisa apata shida kwa kumdhihaki jaji,Local News
2021-02-17,tl1563,raila swallowed 'tear gas ' of sh50m,raila alimeza 'gesi ya machozi ' ya sh50m,Local News
2021-03-14,bbc472,kenya withdrew from the hearing of its water dispute with somalia,kenya ilijiondoa katika kusikilizwa kwa mzozo wake wa maji na somalia,Local News
2020-01-31,bbc143,kenya airways rwandaair suspend their flights to china for fear of corona,shirika la ndege la kenya airways rwandaair zasitisha safari zao za ndege kuelekea china kwa kuhofia corona,International news
2022-03-02,tl29,middlesbrough overturns tottenham fa,middlesbrough yaipindua tottenham fa,Sports news
2021-06-14,tl290,harassment : mp encourages women to speak out instead of humiliating themselves,unyanyasaji : mbunge awahimiza wanawake kupaza sauti badala ya kujidhalilisha,Local News
2021-05-29,tl1462,teachers at risk of lack of salary increase,walimu wahatarisha ukosefu wa nyongeza ya mishahara,Local News
2021-04-11,tl1227,the catholic church wants kenya to stop its plan to close refugee camps,kanisa katoliki laitaka kenya kusitisha mpango wake wa kufunga kambi za wakimbizi,Local News
2021-12-16,tl1143,kiambu farmers are encouraged to plant apricots and macadamias,wakulima wa kiambu wahimizwa kupanda apricots na macadamias,Local News
2020-12-17,bbc435,has opposition politics changed on the coast of kenya ?,je siasa za upinzani zimebadilika katika pwani ya kenya ?,Local News
2021-07-20,bbc554,first lady : meet margret kenyatta kenya 's first lady `` brave gentle '',mke wa rais : kutana na margaret kenyatta mke wa rais wa kenya `` shujaa mpole '',Local News
2021-02-09,tl1517,husband 55 hits his mother wanting to know his father,mume mwenye umri wa miaka 55 ampiga mama yake akitaka kumjua baba yake,Local News
2021-05-24,tl1448,sossion administration in knut in danger,utawala wa sossion katika knut hatarini,Local News
2021-03-12,tl1696,zack kinuthia reveals about sh5.6 billion plan to develop sports talents in the village,zack kinuthia afichua kuhusu mpango wa sh5.6 bilioni wa kukuza vipaji vya michezo kijijini,Sports news
2021-06-18,tl304,knh doctor who committed suicide to be buried as more information emerges,daktari wa knh aliyejiua kuzikwa huku taarifa zaidi zikiibuka,Local News
2021-04-29,bbc493,al qaeda attack in kenya 1998 : kenyan victims were angered by the action of the united states not to compensate them,shambulio la al qaeda nchini kenya 1998 : waathiriwa wa kenya walikasirishwa na hatua ya marekani kutowalipa fidia .,Local News
2021-02-23,tl1603,he is jailed for three years for stealing underwear,afungwa jela miaka mitatu kwa kuiba nguo za ndani,Local News
2022-04-21,tl48,arteta admits he has n't been treating nketiah fair by feeding him on the bench at arsenal,arteta akiri kuwa hajakuwa akimtendea haki nketiah kwa kumlisha benchi arsenal,Sports news
2021-06-18,tl302,coffee hours will be extended in 13 counties in the west nyanza,saa za kahawa zitaongezwa katika kaunti 13 magharibi nyanza,Local News
2021-05-03,bbc525,president samia to visit kenya : business diplomacy and the east african community to be prioritized,nan,Local News
2022-02-22,bbc619,how kenya faced russia through the speech of its ambassador martin kimani in the united nations security council meeting,jinsi kenya ilikabiliana na urusi kupitia hotuba ya balozi wake martin kimani katika mkutano wa baraza la usalama la umoja wa mataifa,International news
2021-08-03,tl634,lab professionals in the dock for fake certificates,wataalamu wa maabara kizimbani kwa vyeti bandia,Local News
2021-09-22,tl904,members of parliament blamed for the bad state of the economy,wabunge walaumiwa kwa hali mbaya ya uchumi,Financial news
2020-11-30,bbc426,kenya and somalia are at loggerheads over the state of jubbaland,kenya na somalia zinazozana kuhusu jimbo la jubbaland,Local News
2021-06-01,tl157,the coast says they have nothing to celebrate madaraka dei,pwani yasema hawana cha kusherehekea madaraka dei,Local News
2020-05-08,bbc255,corona virus : kenyan students are making equipment to deal with the corona virus,virusi vya corona : wanafunzi wa kenya wanatengeneza vifaa vya kukabiliana na virusi vya corona,Local News
2020-11-02,bbc405,the kenyan who was wanted by the icc surrendered,mkenya huyo aliyekuwa akisakwa na icc alijisalimisha,Local News
2021-06-24,tl372,ronaldo reaches the record for the best international goalscoring,ronaldo afikia rekodi ya ufungaji bora wa mabao kimataifa,Sports news
2021-05-10,tl1369,many challenges for students returning to school,changamoto nyingi kwa wanafunzi kurejea shuleni,Local News
2021-05-20,tl1435,coach sam allardyce officially farewell to west bromwich albion at the end of this season,kocha sam allardyce akiagana rasmi na west bromwich albion mwishoni mwa msimu huu,Sports news
2021-07-10,tl471,miraa tax muguka rises .,ushuru wa miraa muguka apanda .,Financial news
2020-02-14,bbc161,invasion of locusts : united nations warns of famine in ethiopia kenya uganda tanzania and somalia,uvamizi wa nzige : umoja wa mataifa waonya kuhusu njaa nchini ethiopia kenya uganda tanzania na somalia,International news
2021-05-06,tl1350,ghost mulee stuck in india after kenya suspended flights,ghost mulee akwama india baada ya kenya kusitisha safari za ndege,International news
2022-02-05,tl20,uhuru names ways to convince raila,uhuru ataja njia za kumshawishi raila,Local News
2021-03-24,tl1776,new laws for drinking alcohol kiambu,sheria mpya za kunywa pombe kiambu,Local News
2022-04-30,tl58,bishop muheria urges politicians to imitate kibaki 's example,askofu muheria awataka wanasiasa kuiga mfano wa kibaki,Local News
2021-08-28,bbc575,while tanzania and kenya are trying to write a constitution there are countries that do not have a constitution to write,wakati tanzania na kenya zinajaribu kuandika katiba kuna nchi ambazo hazina katiba ya kuandika,Local News
2021-05-18,tl1419,accused of doing a stupid act on a ferry,mtuhumiwa kufanya kitendo cha kijinga kwenye kivuko,Local News
2021-07-07,tl464,sindwele runs away from his driver due to 'gluttony ' .,sindwele anamkimbia dereva wake kutokana na 'gluttony ' .,Local News
2021-08-14,tl687,the nakuru county commissioner is ordered to appear in court,kamishna wa kaunti ya nakuru aamriwa kufika kortini,Local News
2021-10-24,tl1064,tsc to promote more than 2400 teacher posts,tsc kukuza nafasi za walimu zaidi ya 2400,Local News
2020-02-13,bbc160,the kenyan government orders the four chinese who were seen beating a kenyan to be returned to them,serikali ya kenya yaamuru wachina wanne walioonekana kumpiga mkenya warudishwe kwao,International news
2021-08-24,tl736,sh10000 fine or jail for spitting in the city,sh10000 faini au jela kwa kutema mate jijini,Local News
2021-04-02,bbc477,kenya philippines bangladesh will be banned from entering the uk,kenya ufilipino bangladesh zitapigwa marufuku kuingia uingereza,International news
2022-06-24,bbc506,kenya election 2022 : know the chairman of the election commission in kenya,uchaguzi wa kenya 2022 : mfahamu mwenyekiti wa tume ya uchaguzi nchini kenya,Local News
2021-08-09,tl658,fear thieves trying to excavate the body of a member of parliament,waogopa wezi kujaribu kuufukua mwili wa mbunge,Local News
2021-07-04,tl446,ocs to be brought to court today for allegations of taking bribes,ocs kufikishwa mahakamani leo kwa tuhuma za kupokea rushwa,Local News
2021-04-16,tl1258,he recounts what he learned to use art to decorate accessories .,anasimulia kile alichojifunza kutumia sanaa kupamba vifaa .,Entertainment news
2021-03-12,tl1701,kidero admits to communicate with raila infected with corona,kidero akiri kuwasiliana na raila aliyeambukizwa corona,Local News
2021-07-19,tl516,only 60000 participants hajj under conditions,washiriki 60000 tu hija chini ya masharti,Local News
2022-05-27,bbc660,kenyan election 2022 : have the jubilee government 's promises to kenyans been fulfilled ?,uchaguzi wa kenya 2022 : je ahadi za serikali ya jubilee kwa wakenya zimetimizwa ?,Local News
2020-07-23,bbc333,corona virus : kenya to start drug trials to fight the corona virus,virusi vya corona : kenya kuanza majaribio ya dawa za kupambana na virusi vya corona,Health news
2021-12-09,bbc592,is it true that africa needs china and the united states to cooperate ?,je ni kweli kwamba afrika inahitaji china na marekani kushirikiana ?,International news
2021-08-17,tl704,a member of parliament and 30 passengers survive when the plane crashes in the air,mbunge na abiria 30 wanusurika wakati ndege hiyo ilipoanguka angani,Local News
2021-10-19,tl1044,porter in trouble for taking pictures of a woman in the bathroom,porter akiwa matatani kwa kupiga picha za mwanamke bafuni,Local News
2022-06-16,tl107,court overturns decision about sh300000 bond,mahakama yabatilisha uamuzi kuhusu dhamana ya sh300000,Financial news
2021-03-29,tl1802,deputy minister aishagaya the third sector depriving young people of job opportunities,naibu waziri aishagaya sekta ya tatu kuwanyima vijana fursa za ajira,Local News
2021-04-15,tl1249,no breath,hakuna pumzi,Local News
2022-04-27,tl54,barobaro explains how he benefited from free education,barobaro aeleza namna alivyonufaika na elimu bure,Local News
2021-04-08,tl1207,18 died in two separate accidents in kisumu kilifi,18 wafariki katika ajali mbili tofauti jijini kisumu kilifi,Local News
2021-04-08,tl1211,two days will separate the death of musician albert gacheru wa maitu and that of his older brother,siku mbili zitatenganisha kifo cha mwanamuziki albert gacheru wa maitu na kile cha kaka yake mkubwa,Local News
2020-05-20,bbc275,corona virus : the presidents of tanzania and kenya ask the leaders of their countries to resolve the border dispute,virusi vya corona : marais wa tanzania na kenya wawaomba viongozi wa nchi zao kutatua mgogoro wa mpaka,International news
