date,id,news_heading_eng,news_heading_swa,news_type
2020-04-28,bbc243,corona virus : strategies put in place by african governments to ensure citizens continue to get food .,virusi vya corona : mikakati iliyowekwa na serikali za afrika kuhakikisha raia wanaendelea kupata chakula .,International news
2020-06-13,bbc305,john nzenze : 'founder of the 'best band in africa ',john nzenze : 'mwanzilishi wa 'bendi bora afrika ',Entertainment news
2021-03-10,bbc468,bbc rose : ' i hated the baby when it was born without knowing why ',bbc rose : 'nilimchukia mtoto alipozaliwa bila kujua kwanini ',Local News
2021-08-04,bbc563,1998 bombings : has kenya paid a high price in lives in the war on terror ?,milipuko ya 1998 : je kenya imelipa gharama kubwa ya maisha katika vita dhidi ya ugaidi ?,Local News
2019-08-27,bbc16,the popular songs `` tetema '' and `` wamlambezi '' are banned outside the clubs,nyimbo maarufu za `` tetema '' na `` wamyambezi '' zimepigwa marufuku nje ya vilabu,Local News
2022-07-25,bbc517,when it reached the eac common market it is not lacking even though it needs a 'healer ',ilipofikia soko la pamoja la eac haikosi ingawa inahitaji 'mganga ' .,Local News
2020-02-25,bbc167,the kenyan government has banned the slaughter of donkeys why ?,serikali ya kenya imepiga marufuku uchinjaji wa punda kwanini ?,Local News
2022-01-19,bbc608,bodies recovered from kenya 's yala river : what do we know so far ?,miili iliyopatikana kutoka kwa mto yala nchini kenya : je tunajua nini kufikia sasa ?,Local News
2021-07-06,bbc548,fire broke out in the funeral service of pastor tb joshua,moto ulizuka katika ibada ya mazishi ya mchungaji tb joshua,Local News
2020-11-17,bbc412,the art of poetry belongs to mombasa,sanaa ya ushairi ni ya mombasa,Entertainment news
2019-12-01,bbc95,stanley ngara : kenya 's condom king who is battling aids,stanley ngara : mfalme wa kondomu wa kenya ambaye anapambana na ukimwi,Local News
2020-03-06,bbc179,coronavirus : what is the fake information being spread in africa about the corona virus ?,coronavirus : je ni taarifa gani za uongo zinazoenezwa barani afrika kuhusu virusi vya corona ?,International news
2019-11-13,bbc78,teachers students are brought to the hospital after being exposed to chemicals while they were in the exam,walimu wanafunzi wanaletwa hospitalini baada ya kuathiriwa na kemikali walipokuwa kwenye mtihani,Health news
2019-12-03,bbc98,flooding in east africa : how this kenyan fisherman was saved by a bird in the flood .,mafuriko afrika mashariki : jinsi mvuvi huyu wa kenya alivyookolewa na ndege kwenye mafuriko .,Local News
2019-10-11,bbc53,an 'alibino ' zebra was found in the masai mara game park in kenya,pundamilia 'alibino ' alipatikana katika mbuga ya wanyama ya masai mara nchini kenya,Local News
2020-11-18,bbc414,bbc africa eye : kenya arrests network of child thieves,bbc africa eye : kenya yakamata mtandao wa wezi wa watoto,Local News
2020-12-20,bbc440,what does the interruption of diplomatic relations between kenya and somalia mean ?,je kukatizwa kwa uhusiano wa kidiplomasia kati ya kenya na somalia kunamaanisha nini ?,International news
2020-05-06,bbc252,bbc rose : angela nzilani discovered she had a co-wife who lived with her husband for 10 years,bbc rose : angela nzilani aligundua kuwa alikuwa na mke mwenza ambaye aliishi na mumewe kwa miaka 10,Local News
2020-11-01,bbc404,who will president kenyatta appoint as his successor in 2022 ?,rais kenyatta atamteua nani kama mrithi wake 2022 ?,International news
2021-03-02,bbc463,corona virus : what do we know about the astrazeneca vaccine that will arrive in kenya on tuesday ?,virusi vya corona : tunajua nini kuhusu chanjo ya astrazeneca ambayo itawasili nchini kenya siku ya jumanne ?,Health news
2020-09-17,bbc372,membe 's assistant is in the hands of the police says mambosasa,msaidizi wa membe yuko mikononi mwa polisi anasema mambosasa,Local News
2020-12-08,bbc429,how will the icc and bbi cases affect deputy president ruto politically ?,je kesi za icc na bbi zitamuathiri vipi naibu rais ruto kisiasa ?,Local News
2020-05-08,bbc255,corona virus : kenyan students are making equipment to deal with the corona virus,virusi vya corona : wanafunzi wa kenya wanatengeneza vifaa vya kukabiliana na virusi vya corona,Local News
2019-12-04,bbc100,who is jesus of tongareni ?,yesu wa tongaren ni nani ?,Local News
2022-04-12,bbc643,'only the neighbors recognize me and not the government ',ni majirani pekee wanaonitambua na sio serikali,Local News
2020-01-16,bbc131,a famous athlete shows the dust to kenya 's anti-doping officials,mwanariadha maarufu akiwaonyesha kivumbi maafisa wa kupambana na matumizi ya dawa za kuongeza nguvu nchini kenya,Health news
2022-06-29,bbc508,kenya election 2022 : raila and ruto disagree about the voter register to be used,uchaguzi wa kenya 2022 : raila na ruto hawakubaliani kuhusu sajili ya wapigakura itakayotumiwa,Local News
2019-09-10,bbc26,what is the influence of the networks in wedding preparations ?,je mitandao ina ushawishi gani katika maandalizi ya harusi ?,Entertainment news
2022-01-21,bbc609,an elephant gives birth to twins in a rare event in kenya,tembo ajifungua watoto mapacha katika tukio nadra nchini kenya,Local News
2020-11-28,bbc424,bbc rose : why am i talking about my son who committed suicide ?,bbc rose : kwa nini ninazungumza kuhusu mwanangu aliyejiua ?,Local News
2020-05-09,bbc257,corona virus : kenya announces 28 more cases of covid-19 infection,virusi vya corona : kenya yatangaza visa 28 zaidi vya maambukizi ya covid-19,Local News
2021-08-03,bbc562,three main suspects involved in attacks on kenya and tanzania,washukiwa wakuu watatu waliohusika katika mashambulizi dhidi ya kenya na tanzania,Local News
2020-04-10,bbc217,corona virus : the number of corona cases in kenya has reached 189 after an increase of 5 cases on friday,virusi vya corona : idadi ya wagonjwa wa corona nchini kenya imefikia 189 baada ya ongezeko la kesi 5 siku ya ijumaa,Local News
2020-09-20,bbc374,why is the situation in the ruling jubilee party in kenya 'incomprehensible ' ?,kwa nini hali katika chama tawala cha jubilee nchini kenya 'haieleweki ' ?,Local News
2020-10-12,bbc390,corona virus : what awaits students in schools in kenya ?,virusi vya corona : nini kinawangoja wanafunzi katika shule nchini kenya ?,Local News
2020-07-03,bbc315,corona virus : research shows that almost 2.6 million kenyans have contracted covid-19,virusi vya corona : utafiti unaonyesha kuwa karibu wakenya milioni 2.6 wameambukizwa covid-19,Local News
2020-03-03,bbc174,bbc roses : the story of a woman who wanted to give her life and that of other people,bbc roses : hadithi ya mwanamke ambaye alitaka kutoa maisha yake na ya watu wengine,Entertainment news
2020-02-05,bbc150,my husband ran away from me and cheated me of millions of dollars i invested ',mume wangu alinikimbia na kunilaghai mamilioni ya dola nilizowekeza ',Local News
2020-04-28,bbc242,ken walibora : how the kiswahili king of kenya inspired me in life,ken walibora : jinsi mfalme wa kiswahili wa kenya alivyonitia moyo maishani,Local News
2020-02-17,bbc162,why is kenya facing a severe shortage of blood ?,kwa nini kenya inakabiliwa na uhaba mkubwa wa damu ?,Local News
2020-03-05,bbc178,a mosque linked to islamic extremists is now a center of peace,msikiti unaohusishwa na wafuasi wa itikadi kali za kiislamu sasa ni kitovu cha amani,Local News
2020-07-28,bbc338,corona virus : why did mwalimu otieno decide to become a maid ?,virusi vya corona : kwanini mwalimu otieno aliamua kuwa mjakazi ?,Local News
2019-12-02,bbc96,how heavy rains endanger the safety of people and property in east africa,jinsi mvua kubwa inavyohatarisha usalama wa watu na mali katika afrika mashariki,Local News
2022-07-11,bbc511,kenyan elections 2022 : misinformation on the internet about education certificates,uchaguzi wa kenya 2022 : taarifa potofu kwenye mtandao kuhusu vyeti vya elimu,Local News
2019-08-30,bbc20,kenya : who is killing young people 'arbitrarily ' in the streets of shanties ?,kenya : nani anawaua vijana 'kiholela ' katika mitaa ya vibanda ?,Local News
2019-08-20,bbc5,do you know the effects of bullying violence that takes place in school ?,je unajua madhara ya ukatili wa dhuluma unaofanyika shuleni ?,Local News
2020-05-23,bbc279,corona virus : `` i buried my cousin via facebook live '',virusi vya corona : `` nilimzika binamu yangu kupitia facebook live '',Local News
2022-03-01,bbc624,russia and ukraine : a kenyan student witnessed discrimination and torture on the border between ukraine and poland,urusi na ukraine : mwanafunzi wa kenya alishuhudia ubaguzi na mateso kwenye mpaka kati ya ukraine na poland,International news
2019-10-30,bbc68,kwamboka kibagendi who was born with two sexes explains his ordeal,kwamboka kibagendi aliyezaliwa akiwa na jinsia mbili anaelezea masaibu yake,Local News
2022-03-21,bbc635,kenya : disaster roads in kenya,kenya : barabara za maafa nchini kenya,Local News
2021-08-24,bbc573,know the 10 cleanest cities in africa,ijue miji 10 iliyo safi zaidi barani afrika,International news
2019-08-23,bbc12,do you know that the name given to you can affect your behavior ?,je unajua kwamba jina ulilopewa linaweza kuathiri tabia yako ?,Local News
1900-01-31,bbc602,students who are same-sex lovers in kenya to be prevented from going to boarding schools - minister of education,wanafunzi ambao ni wapenzi wa jinsia moja nchini kenya kuzuiwa kwenda shule za bweni - waziri wa elimu,Local News
2020-04-01,bbc203,while some are awake looking for children others have no desire to have children,wakati wengine wako macho kutafuta watoto wengine hawana hamu ya kupata watoto,Local News
2020-06-17,bbc307,bbc rose : the ordeal of being born bisexual,bbc rose : janga la kuzaliwa kwa jinsia mbili,Local News
2020-05-11,bbc260,corona virus : the number of patients increases up to 700 in kenya,virusi vya corona : idadi ya wagonjwa yaongezeka hadi 700 nchini kenya,Local News
2022-07-25,bbc516,'elections kenya : politics and women in marginalized areas ','uchaguzi kenya : siasa na wanawake katika maeneo yaliyotengwa ',Local News
2021-06-16,bbc544,bbc rose : everlyne a woman who has struggled with sweating for 32 years,bbc rose : everlyne mwanamke ambaye amekuwa na shida ya kutokwa na jasho kwa miaka 32,Health news
2020-11-12,bbc408,likoni ferry accidents : are the likoni ferry passengers in mombasa safe ?,ajali za kivuko cha likoni : je abiria wa kivuko cha likoni mjini mombasa wako salama ?,Local News
2019-10-01,bbc41,kenya ferry : `` we have identified the locations of the car that sank at the likoni ferry '',kenya ferry : `` tumetambua maeneo ya gari lililozama kwenye kivuko cha likoni '',Local News
2020-03-11,bbc184,kenya : a unique white giraffe has been killed in the north,kenya : twiga mweupe wa kipekee ameuawa kaskazini,Local News
2020-08-12,bbc347,the tanzanian army asked the people to leave the forests of the mozambique border,jeshi la tanzania liliwataka wananchi kuondoka kwenye misitu ya mpaka wa msumbiji,Local News
2020-05-13,bbc264,corona virus : 25 drivers from tanzania have been prevented from entering kenya after being diagnosed with corona,virusi vya corona : madereva 25 kutoka tanzania wamezuiwa kuingia nchini kenya baada ya kugundulika kuwa na corona,Local News
2020-03-25,bbc198,coronavirus : four new cases of coronavirus have been confirmed in kenya,coronavirus : kesi nne mpya za coronavirus zimethibitishwa nchini kenya,Local News
2022-06-08,bbc501,second-hand kenya : why second-hand clothes have sparked a debate in kenya ?,mtumba kenya : kwa nini mitumba imezua mjadala nchini kenya ?,Entertainment news
2021-05-05,bbc528,world cup : many stadiums in africa do not have the criteria to play world cup qualifying games,kombe la dunia : viwanja vingi barani afrika havina vigezo vya kucheza michezo ya kufuzu kombe la dunia,Sports news
2019-10-05,bbc44,corruption kenya : has getting rid of old notes helped to deal with this problem ?,ufisadi kenya : je kuondoa noti za zamani kumesaidia kukabiliana na tatizo hili ?,Local News
2021-12-20,bbc596,symptoms of omicron : is the flu a symptom of the corona virus ?,dalili za omicron : je mafua ni dalili ya virusi vya corona ?,Health news
2022-06-24,bbc506,kenya election 2022 : know the chairman of the election commission in kenya,uchaguzi wa kenya 2022 : mfahamu mwenyekiti wa tume ya uchaguzi nchini kenya,Local News
2021-02-07,bbc454,the corona virus found in camels that kills more than covid-19 scares experts,virusi vya corona vinavyopatikana kwenye ngamia vinavyoua zaidi ya covid-19 vinatisha wataalam,Health news
2021-07-21,bbc556,chadema will go to court tomorrow if freeman mbowe is not released,chadema itaenda mahakamani kesho iwapo freeman mbowe hataachiwa huru,Local News
2021-05-05,bbc529,president samia suluhu 's visit : 'tanzania is ready for investors from kenya ',ziara ya rais samia suluhu : 'tanzania iko tayari kwa wawekezaji kutoka kenya ',Local News
2022-01-13,bbc606,why has the recent lack of electricity in kenya raised more questions ?,kwa nini ukosefu wa umeme wa hivi majuzi nchini kenya umezua maswali zaidi ?,Local News
2022-07-09,bbc510,ukraine reports being hit by long-range missile attacks in the south and east,ukraine inaripoti kupigwa na mashambulizi ya makombora ya masafa marefu kusini na mashariki,International news
2021-05-06,bbc531,president samia 's visit solution : what have kenya and tanzania benefited from in president samia 's visit ?,ziara ya rais samia suluhu : kenya na tanzania zimenufaika na nini katika ziara ya rais samia ?,Local News
2022-03-08,bbc630,the united states has banned former nairobi governor mike mbuvi sonko and his family from entering the country,marekani imempiga marufuku aliyekuwa gavana wa nairobi mike mbuvi sonko na familia yake kuingia nchini,International news
2021-12-16,bbc594,kenyans find solace in the countryside after corona drove them out of the city,wakenya wapata faraja mashambani baada ya corona kuwafurusha nje ya jiji,Local News
2020-04-27,bbc241,corona virus : restaurants are open in kenya as 8 more people are infected with corona,virusi vya corona : migahawa imefunguliwa nchini kenya huku watu 8 zaidi wakiambukizwa virusi vya corona,Local News
2021-04-23,bbc490,five days a week jacob ghost mulee works as a radio host,siku tano kwa wiki jacob ghost mulee anafanya kazi kama mtangazaji wa redio,Entertainment news
2020-05-12,bbc262,corona virus : 2 tanzanians are prevented from entering kenya while the number of patients in kenya reaches 715,virusi vya corona : watanzania 2 wamezuiwa kuingia kenya huku idadi ya wagonjwa nchini kenya ikifikia 715,Local News
2021-08-05,bbc564,1998 bombings : kenya 's anti-terror tactics fueled terrorist attacks,milipuko ya 1998 : mbinu za kenya za kupambana na ugaidi zilichochea mashambulizi ya kigaidi,Local News
2021-02-26,bbc461,how locusts are used for profit in kenya,jinsi nzige wanavyotumiwa kupata faida nchini kenya,Local News
2020-04-21,bbc233,corona virus : 15 new patients confirmed in kenya .,virusi vya corona : wagonjwa wapya 15 wathibitishwa nchini kenya .,Local News
2020-12-14,bbc433,why is there uncertainty about the successor to the leader of kenya 's highest court ?,kwa nini kuna sintofahamu kuhusu mrithi wa kiongozi wa mahakama ya juu zaidi ya kenya ?,Local News
2019-08-28,bbc18,a disabled kenyan citizen has accused ethiopian airlines of neglecting him,raia wa kenya mlemavu ameishutumu shirika la ndege la ethiopia kwa kumpuuza,Local News
2020-01-05,bbc125,al-shabab attack affected security in lamu area,shambulizi la al-shabab liliathiri usalama eneo la lamu,Local News
2022-06-03,bbc496,kenyan elections 2022 : comedian and candidate fighting for the legalization of cannabis to run for president in kenya,uchaguzi wa kenya 2022 : mchekeshaji na mgombea anayepigania kuhalalishwa kwa bangi ili kuwania urais nchini kenya,Local News
2020-11-13,bbc410,the register of ugandan voters has been sent to the netherlands for verification,rejista ya wapiga kura wa uganda imetumwa uholanzi ili kuthibitishwa,International news
2019-11-23,bbc86,36 people died in landslides in western kenya,watu 36 walifariki katika maporomoko ya udongo magharibi mwa kenya,Local News
2020-01-14,bbc128,women play an important role in the new council of ministers,wanawake wana jukumu muhimu katika baraza jipya la mawaziri,Local News
2020-04-25,bbc239,corona virus : the second wave of locusts to wreak havoc in east africa,virusi vya corona : wimbi la pili la nzige kusababisha maafa afrika mashariki,Local News
2022-03-22,bbc636,kenyan soldiers killed in somalia : the mystery surrounding the deaths,wanajeshi wa kenya wauawa nchini somalia : siri kuhusu vifo hivyo,Local News
2020-04-07,bbc210,ndingi mwana a'nzeki : the bishop who admitted to lying was immediately buried in kenya,ndingi mwana a'nzeki : askofu aliyekiri kusema uongo alizikwa mara moja nchini kenya,Local News
2020-02-26,bbc169,what does the move by the central government to take over the administration of nairobi county mean ?,je hatua ya serikali kuu kuchukua uongozi wa kaunti ya nairobi inamaanisha nini ?,International news
2020-08-13,bbc348,earthquake in tanzania : 'my chair swayed from side to side in nairobi ',tetemeko la ardhi nchini tanzania : 'kiti changu kiliyumba huku na huko nairobi ',Local News
2020-10-23,bbc400,is the bbi report the solution to lasting peace and unity in kenya ?,je ripoti ya bbi ndiyo suluhisho la amani na umoja wa kudumu nchini kenya ?,Local News
2020-03-07,bbc180,william ruto : kenya 's deputy president claims the criminal department is being 'used ' to face him politically,william ruto : naibu rais wa kenya anadai idara ya uhalifu 'inatumiwa ' kukabiliana naye kisiasa,Local News
2022-03-15,bbc634,conflict in ukraine : i ca n't go home now,migogoro nchini ukraine : siwezi kwenda nyumbani sasa,Local News
2020-10-14,bbc394,bobi wine 's office was raided in uganda,ofisi ya bobi wine ilivamiwa nchini uganda,Local News
2021-09-19,bbc579,how the masai can live with lions,wamasai wanawezaje kuishi na simba,Entertainment news
2020-09-02,bbc363,precision air was expected to fly to nairobi on thursday,precision air ilitarajiwa kuruka hadi nairobi siku ya alhamisi,Local News
2020-05-07,bbc253,kenya somalia and rwanda were hit by heavy floods,kenya somalia na rwanda zilikumbwa na mafuriko makubwa,Local News
2020-04-16,bbc226,corona virus : citizen tv in kenya regrets calling president magufuli 'stubborn ',virusi vya corona : kituo cha runinga cha citizen nchini kenya kinajuta kumuita rais magufuli 'mkaidi ',Local News
2021-07-19,bbc553,new constitution : chadema has said it will not continue to kneel to president mbowe,katiba mpya : chadema kimesema hakitaendelea kumpigia magoti rais mbowe,Local News
2019-11-25,bbc87,cancer : joan wangari recovers from pancreatic cancer after eight years,saratani : joan wangari apona saratani ya kongosho baada ya miaka minane,Health news
2020-03-03,bbc172,can the fighting between jubaland and the somali government bring more alshabab into kenya ?,je mapigano kati ya jubaland na serikali ya somalia yanaweza kuleta alshabab zaidi nchini kenya ?,International news
2020-10-18,bbc398,kenya is heading for a second wave of the corona virus,kenya inaelekea katika wimbi la pili la virusi vya corona,Local News
2021-05-06,bbc530,european football rumors thursday 06.05.2021 : konate salah conte lamela mata williams .,tetesi za soka la ulaya alhamisi 06.05.2021 : konate salah conte lamela mata williams .,Sports news
2021-04-27,bbc491,a new conflict in somalia : the threat of a new civil war,mzozo mpya nchini somalia : tishio la vita vipya vya wenyewe kwa wenyewe,Local News
2020-07-31,bbc339,corona virus : kenya allows planes from only 11 countries to land at kenyan airports,virusi vya corona : kenya inaruhusu ndege kutoka nchi 11 pekee kutua katika viwanja vya ndege vya kenya,International news
2020-05-28,bbc284,corona virus : 147 more people are infected with corona in kenya,virusi vya corona : watu 147 zaidi wameambukizwa virusi vya corona nchini kenya,Local News
2022-07-04,bbc509,'sometimes we win without food ','wakati mwingine tunashinda bila chakula ',Entertainment news
2020-09-27,bbc382,uk : doctor in gamston ca n't donate blood 'because his wife is african ',uingereza : daktari huko gamston hawezi kuchangia damu 'kwa sababu mke wake ni mwafrika ',International news
2022-03-08,bbc629,international women 's day : what does it mean in africa ?,siku ya kimataifa ya wanawake : ina maana gani barani afrika ?,International news
2020-02-12,bbc159,daniel arap moi 's grave : thousands of citizens flocked to kabarak to bid farewell to retired president daniel moi,kaburi la daniel arap moi : maelfu ya raia walimiminika kabarak kumuaga rais mstaafu daniel moi,International news
2019-08-21,bbc7,uganda to end the death penalty : which countries still carry it out ?,uganda kukomesha hukumu ya kifo : ni nchi gani ambazo bado zinatekeleza ?,Local News
2021-02-12,bbc458,bensouda 's successor at the icc court will be known today,mrithi wa bensouda katika mahakama ya icc atajulikana leo,Local News
2020-09-16,bbc369,corona virus : kenya opens its skies to tanzania,virusi vya corona : kenya yafungua anga yake kuelekea tanzania,Local News
2022-01-28,bbc612,elon musk 's spacex rocket is headed for a collision with the moon,roketi ya spacex ya elon musk inaelekea kugongana na mwezi,International news
2021-02-09,bbc455,magufuli has no plans to extend another term,magufuli hana mpango wa kuongeza muda mwingine,Local News
2019-11-28,bbc93,the new fifa list : kenya and uganda go up tanzania goes down,orodha mpya ya fifa : kenya na uganda zapanda tanzania zinashuka,Sports news
2020-03-26,bbc199,coronavirus : kenya announces the first death of a patient with the corona virus,coronavirus : kenya yatangaza kifo cha kwanza cha mgonjwa mwenye virusi vya corona,Local News
2019-10-02,bbc42,a strange zebra that was found in kenya has now moved to tanzania,pundamilia wa ajabu aliyepatikana nchini kenya sasa amehamia tanzania,Local News
2020-03-29,bbc202,coronavirus : 22 more corona virus patients have been announced in kenya,coronavirus : wagonjwa 22 zaidi wa virusi vya corona wametangazwa nchini kenya,Local News
2020-04-09,bbc215,corona virus : conflict between civil rights and disease control laws in africa,virusi vya corona : mgogoro kati ya haki za kiraia na sheria za kudhibiti magonjwa barani afrika,International news
2021-01-27,bbc451,bbc rose : the woman who decided to quit her banking job and start building muscle,bbc rose : mwanamke ambaye aliamua kuacha kazi yake ya benki na kuanza kujenga misuli,Health news
2019-09-28,bbc39,a vaccine that will end new hiv infections to be launched in kenya,chanjo ambayo itamaliza maambukizi mapya ya vvu itazinduliwa nchini kenya,Health news
2020-11-27,bbc423,nec : we have received the names of special seats from chadema,nec : tumepokea majina ya viti maalum kutoka chadema,Local News
2022-07-27,bbc521,a tragedy that disrupted one woman 's plans,janjanga ambalo lilivuruga mipango ya mwanamke mmojaga ambalo lilivuruga mipango ya mwanamke mmoja,Local News
2021-04-05,bbc479,corona virus kenya : a woman who refused to succumb to the virus,virusi vya corona kenya : mwanamke aliyekataa kuambukizwa na virusi hivyo,Local News
2020-11-30,bbc425,rashid charles mberesero : a tanzanian imprisoned for terrorism in kenya hangs himself in prison,rashid charles mberesero : mtanzania aliyefungwa kwa ugaidi nchini kenya ajinyonga gerezani,Local News
2020-12-22,bbc444,it is hard for people to believe that men can be raped but they have decided to come forward,ni vigumu kwa watu kuamini kuwa wanaume wanaweza kubakwa lakini wameamua kujitokeza,Local News
2019-10-04,bbc43,13 people died in a bus accident in kisumu kenya,watu 13 walifariki katika ajali ya basi huko kisumu kenya,Local News
2022-07-26,bbc518,kenya election 2022 : what we know so far about the crisis facing the electoral commission iebc,uchaguzi wa kenya 2022 : tunachojua kufikia sasa kuhusu mzozo unaokumba tume ya uchaguzi iebc,Local News
2020-07-08,bbc322,corona virus : kenya issues new travel guidelines to control infection,virusi vya corona : kenya yatoa miongozo mipya ya usafiri ili kudhibiti maambukizi,International news
2022-07-25,bbc515,kenyan election 2022 : what does the kenyan election mean for tanzania and east africa ?,uchaguzi wa kenya 2022 : uchaguzi wa kenya una maana gani kwa tanzania na afrika mashariki ?,Local News
2021-12-09,bbc592,is it true that africa needs china and the united states to cooperate ?,je ni kweli kwamba afrika inahitaji china na marekani kushirikiana ?,International news
2020-02-28,bbc171,the relative was exhumed two months after being buried,jamaa huyo alifukuliwa miezi miwili baada ya kuzikwa,Local News
2020-11-16,bbc411,bbc africa eye : a bbc investigation has exposed networks that sell children for profit,bbc africa eye : uchunguzi wa bbc umefichua mitandao inayouza watoto kwa faida,International news
2020-08-30,bbc360,chadema launches official election campaigns in tanzania,chadema yazindua kampeni rasmi za uchaguzi nchini tanzania,Local News
2019-11-03,bbc70,what is the source of the severe water shortage in nairobi ?,nini chanzo cha uhaba mkubwa wa maji jijini nairobi ?,Local News
2021-05-04,bbc527,president samia and kenyatta agree to resolve trade barriers between tanzania and kenya,rais samia na kenyatta wakubaliana kutatua vikwazo vya kibiashara kati ya tanzania na kenya,Local News
2020-01-22,bbc133,the beard makes her life different from other women,ndevu hufanya maisha yake kuwa tofauti na wanawake wengine,Local News
2021-06-02,bbc539,bbc rose : what caused me to eat my own excrement,bbc rose : nini kilisababisha nile kinyesi changu mwenyewe,Health news
2020-08-31,bbc361,precision air : kenya allows an airline company from tanzania despite the crisis,precision air : kenya inaruhusu kampuni ya ndege kutoka tanzania licha ya mgogoro,International news
2019-08-26,bbc15,is it true that monday is an `` unpleasant '' day ?,je ni kweli kwamba jumatatu ni siku `` isiyopendeza '' ?,Local News
2021-08-06,bbc566,bombings of 1998 : how was al shabaab able to attack the interior of east africa ?,mabomu ya 1998 : al shabaab waliwezaje kushambulia maeneo ya ndani ya afrika mashariki ?,Local News
2022-06-15,bbc503,bbc rose : a mother recounts the pain of the murder of her unique sons,bbc rose : mama anasimulia uchungu wa mauaji ya wanawe wa kipekee,Local News
2020-07-04,bbc316,corona virus : kenya has reported 389 new patients with their number reaching 7577,virusi vya corona : kenya imeripoti wagonjwa wapya 389 huku idadi yao ikifikia 7577,Local News
2022-03-11,bbc633,tiktok artist moya david1 uses art to 'heal people 's hearts ',msanii wa tiktok moya david1 anatumia sanaa 'kuponya mioyo ya watu ',Local News
2019-11-15,bbc79,confusion over the identity of the man who fell from the kenya airways plane,mkanganyiko kuhusu utambulisho wa mtu aliyeanguka kutoka kwa ndege ya kenya airways,Local News
2021-08-12,bbc567,william ruto : a chicken seller who rose through the ranks to become kenya 's deputy president .,william ruto : mchuuzi wa kuku aliyepanda vyeo na kuwa naibu rais wa kenya .,Local News
2021-04-06,bbc482,only those who have burned the corona vaccine will be allowed to go to mecca this year,ni wale tu ambao wamechoma chanjo ya corona ndio wataruhusiwa kwenda mecca mwaka huu,International news
2020-08-09,bbc343,letter from africa : how the generosity of africans made a nigerian teacher cry,barua kutoka afrika : jinsi ukarimu wa waafrika ulivyomfanya mwalimu wa nigeria kulia,Local News
2019-08-30,bbc21,research : a new way to deal with stress during pregnancy has been discovered,utafiti : njia mpya ya kukabiliana na mfadhaiko wakati wa ujauzito imegunduliwa,Health news
2020-11-25,bbc421,president kenyatta officially launches the constitutional amendment process,rais kenyatta azindua rasmi mchakato wa marekebisho ya katiba,Local News
2021-11-09,bbc588,nine people have been killed in fighting in bukavu drc,watu tisa wameuawa katika mapigano huko bukavu drc,Local News
2022-06-20,bbc505,what contribution have kenyan women leaders made in the country 's politics ?,viongozi wanawake wa kenya wametoa mchango gani katika siasa za nchi ?,Local News
2020-05-05,bbc250,corona virus : the number of infected in kenya now reaches 535,virusi vya corona : idadi ya walioambukizwa nchini kenya sasa imefikia 535,Local News
2019-08-14,bbc1,kenyan officials : they exhumed the body to take off their work uniforms,maafisa wa kenya : waliufukua mwili huo ili kuvua sare zao za kazi,Local News
2020-01-30,bbc142,nike vaporfly : iaaf to rule on 'enabling ' shoes for certain athletes,nike vaporfly : iaaf itaamua kuhusu 'kuwezesha ' viatu kwa wanariadha fulani,Sports news
2020-08-10,bbc344,the united states issues a travel warning for kenya tanzania rwanda and uganda,marekani yatoa onyo la usafiri kwa nchi za kenya tanzania rwanda na uganda,International news
2020-07-23,bbc333,corona virus : kenya to start drug trials to fight the corona virus,virusi vya corona : kenya kuanza majaribio ya dawa za kupambana na virusi vya corona,Health news
2019-12-01,bbc94,world aids day : a society that is afraid of being seen as immoral by testing for aids,siku ya ukimwi duniani : jamii ambayo inaogopa kuonekana kuwa haina maadili kwa kupima ukimwi,Health news
2020-07-26,bbc335,corona virus : 960 people are diagnosed with covid-19 per day 4 with a history of traveling to neighboring countries,virusi vya corona : watu 960 hugunduliwa na covid-19 kwa siku 4 wakiwa na historia ya kusafiri kwenda nchi jirani .,Health news
2020-06-06,bbc296,corona virus : nairobi and mombasa continue to be closed,virusi vya corona : nairobi na mombasa zinaendelea kufungwa,Local News
2019-12-11,bbc115,leadership danger hit nairobi after the governor 's misfortune,hatari ya uongozi ilikumba nairobi baada ya masaibu ya gavana,Local News
2020-02-05,bbc148,moi 's memory : 'how moi imprisoned my father ',kumbukumbu ya moi : 'jinsi moi alivyomfunga baba yangu ',Local News
2020-03-11,bbc183,najda khan how this woman struggled to get pregnant for 8 years,najda khan jinsi mwanamke huyu alivyohangaika kupata ujauzito kwa miaka 8,Health news
2020-11-26,bbc422,the uae has suspended the issuance of visas to kenyans and 12 other muslim countries,uae imesitisha utoaji wa visa kwa wakenya na nchi nyingine 12 za kiislamu,International news
2020-11-30,bbc426,kenya and somalia are at loggerheads over the state of jubbaland,kenya na somalia zinazozana kuhusu jimbo la jubbaland,Local News
2020-05-17,bbc269,corona virus : the number of corona patients in kenya reaches 887,virusi vya corona : idadi ya wagonjwa wa corona nchini kenya yafikia 887,Local News
2020-05-18,bbc270,corona virus : new areas are infected as the number of cases rises in kenya,virusi vya corona : maeneo mapya yameambukizwa huku idadi ya wagonjwa ikiongezeka nchini kenya,Local News
2020-05-07,bbc254,corona virus : the number of patients in kenya reaches 607 while it reaches 134 in zanzibar,virusi vya corona : idadi ya wagonjwa nchini kenya yafikia 607 huku ikifikia 134 zanzibar,Local News
